TITLE,RATING,RUNTIME,IMDB_RATING,GENRE,RELEASE_YEAR,DESCRIPTION,DIRECTOR,STARS,VOTES,TYPE
Christmas Festival of Ice,TV-G,84.0,5.9,Romance,2017.0,"Emma is determined to keep her hometown's Christmas ice-sculpting contest going. She enlists sponsors and artists, but Nick, the town's ace artisan, isn't interested in competing until he sees what Emma has accomplished.",Bradley Walsh,"Taylor Cole, Damon Runyan, Wendy Crewson, Jonathan Whittaker, ","1,350",Movie
A Joyous Christmas,TV-G,84.0,6.2,"Drama, Family, Romance",2017.0,A young self-help author returns to her hometown during the Christmas holidays to promote her new book. She soon discovers the true meaning of Christmas and family.,Allan Harmon,"Natalie Knepp, Michael Rady, Bonnie Bedelia, Steve Bacic, ","1,491",Movie
The Christmas Tree,TV-G,43.0,1.4,"Animation, Drama, Family",1991.0,"Heartless Mrs. Mavilda runs an orphanage where kids live in miserable conditions because she keeps all the donation money for herself. She hires a new assistant who, along with Santa, helps the kids finally have a merry Christmas.",Flamarion Ferreira,"William Griffin, Elly Drygas, Ayal Kleinman, Karen Drygas, ",866,Movie
Christmas Truce,PG-13,88.0,5.6,Drama,2015.0,"An American soldier and a Belgian woman fall in love during a brief holiday truce amid the Battle of the Bulge. When fighting resumes, they promise to reunite on the first Christmas after the war ends if they're both alive.",Brian Skiba,"Craig Olejnik, Ali Liebert, Kate Vernon, Josh Blacker, ",503,Movie
A Chance for Christmas,TV-PG,92.0,5.8,"Comedy, Romance",2021.0,"A social media star gets the offer to become a brand ambassador for a major company, if she can get 2 million subscribers by Christmas Eve.",Stefan Brogren,"Tori Anderson, Mykee Selkin, Habree Larratt, Declan Cassidy, ",583,Movie
Snowmance,Unrated,90.0,5.2,"Comedy, Drama, Family",2017.0,"Each year Sarah builds her ""Snow Beau"" snowman with her best friend Nick. After another breakup, she begins to wonder if she'll ever find her own true love. A little Christmas magic brings her Snow Beau to life.",Douglas Mitchell,"Ashley Newbrough, Jesse Hutch, Adam Hurtig, Tom Anniko, ","1,080",Movie
Christmas Catch,TV-PG,87.0,5.4,"Comedy, Crime, Romance",2018.0,A small-town policewoman falls for a suspected diamond thief at Christmas time.,Justin G. Dyck,"Emily Alatalo, Andrew Bushell, Franco Lo Presti, Genelle Williams, ","1,780",Movie
A Christmas Carousel,TV-G,85.0,6.1,"Drama, Romance",2020.0,"When Lila is hired by the Royal Family of Ancadia to repair a carousel, she must work with the Prince to complete it by Christmas.",Don McCutcheon,"Rachel Boston, Neal Bledsoe, Stuart Hughes, Jennifer Vallance, ","1,172",Movie
Secretly Santa,Not Rated,85.0,5.4,Romance,2021.0,"Miranda and Paul, two business rivals who playfully despise each other, work together on a holiday gift-giving app, and unexpected feelings develop for one another.",Sharon Lewis,"Alicia Dea Josipovic, Travis Nelson, Getenesh Berhe, Andrew Bushell, ",528,Movie
Marrying Father Christmas,TV-G,87.0,6.3,"Drama, Mystery, Romance",2018.0,"When Miranda Chester set off to find information on her biological father two Christmases ago, she never imagined that her investigation would lead her to both the family she had always longed for and Ian McAndrick - the love of her life.",David Winning,"Erin Krakow, Niall Matter, Wendie Malick, P. Lynn Johnson, ","1,549",Movie
Christmas Movie Magic,Not Rated,87.0,6.3,"Comedy, Drama, Romance",2021.0,"Follows Alli Blakeman, an entertainment writer who learns that movie magic isn't always just on-screen after she discovers the mysterious origins of a classic Christmas movie.",Robert Vaughn,"Holly Deveaux, Drew Seeley, Jill Frappier, Jennifer Gibson, ",677,Movie
Once Upon a Time at Christmas,R,97.0,3.5,Horror,2017.0,"When a serial-killer couple dressed as Santa and Mrs. Claus terrorizes a small town, a teen girl and a young cop must solve the pattern behind the seemingly random homicides.",Paul Tanter,"Simon Phillips, Sayla de Goede, Yana Gold, Paul Thomas Arnold, ",658,Movie
Christmas on the Vine,TV-PG,87.0,6.1,"Drama, Romance",2020.0,A young marketing executive is assigned to help a struggling family-owned winery in a town that has lost its Christmas spirit due to a large wine conglomerate.,Paul A. Kaufman,"Julianna Guill, Jon Cor, Meredith Baxter, Chilton Crane, ",629,Movie
Christmas Eve,Not Rated,93.0,7.3,Drama,1986.0,A well-to-do elderly woman who befriends the homeless and volunteers her time with children learns that she has an incurable illness. She desperately wants to reunited her three grown ...                See full summary »,Stuart Cooper,"Loretta Young, Arthur Hill, Ron Leibman, Trevor Howard, ",442,Movie
Magic Stocking,Not Rated,86.0,6.4,"Comedy, Drama, Fantasy",2015.0,"A young widow's daughter is given a tattered old Christmas stocking at a holiday craft sale, but her mother is skeptical of its magic when it seems to create small trinkets on its own.",David Winning,"Bridget Regan, Victor Webster, Iris Quinn, Imogen Tear, ","1,693",Movie
Christmas Time,TV-PG,90.0,5.9,Comedy,2017.0,Two estranged brothers try to reconnect at Christmas but there's something that one of them can't get past...the other think's he's a time traveler.,Jake Van Wagoner,"Maclain Nelson, Jake Van Wagoner, Clare Niederpruem, Adam Johnson, ",491,Movie
Paper Angels,Not Rated,90.0,6.6,Drama,2014.0,"An abused wife leaves her alcoholic husband and moves with her children to another town, where their lives become entwined with that of another family in trouble.",David Winning,"Matthew Settle, Rustin Gresiuk, Josie Bissett, Farryn VanHumbeck, ",720,Movie
"Christmas, Again",Not Rated,80.0,6.6,"Drama, Romance",2014.0,"A heartbroken Christmas-tree salesman returns to New York City hoping to put his past behind him. Living in a trailer and working the night shift, he begins to spiral downwards until the ...                See full summary »",Charles Poekel,"Kentucker Audley, Jason Shelton, Oona Roche, David Gauld, ","1,190",Movie
A New Orleans Noel,TV-PG,85.0,5.8,"Comedy, Drama, Romance",2022.0,"Follows Grace and Anthony, who despite having gone to college to study architecture together, are too different, but things between them change after both are hired to work on the same place and end up celebrating Christmas together.",Angela Tucker,"Keshia Knight Pulliam, Tim Reid, Brad James, Patti LaBelle, ",278,Movie
Engaging Father Christmas,TV-G,85.0,6.7,"Drama, Romance",2017.0,"This Christmas promises to be the best of Miranda Chester's life. She has returned to the beautiful New England town of Carlton Heath, where last year she found love with Ian McAndrick and she is among the family she never knew she had.",David Winning,"Erin Krakow, Niall Matter, Wendie Malick, P. Lynn Johnson, ","1,802",Movie
Pete's Christmas,PG,86.0,6.0,"Comedy, Drama, Family",2013.0,A put-upon teen finds himself reliving the same miserable Christmas day over and over again.,Nisha Ganatra,"Zachary Gordon, Molly Parker, Rick Roberts, Wesley Morgan, ","2,021",Movie
A Puppy for Christmas,TV-PG,85.0,5.9,"Comedy, Drama, Romance",2016.0,"After adopting a cute puppy, Noelle's world is turned upside down when her boyfriend breaks up with her. After accepting an invitation to spend the holidays with a co-worker, she is ...                See full summary »",Justin G. Dyck,"Cindy Busby, Greyston Holt, Christopher Russell, Allison Price, ","1,158",Movie
A Christmas Romance,TV-PG,94.0,6.1,"Comedy, Drama, Family",1994.0,A widowed mother with financial woes comes to the aid of a bill collector who crashes his car in a snowstorm.,Sheldon Larry,"Olivia Newton-John, Gregory Harrison, Chloe Lattanzi, Stephanie Sawyer, ",876,Movie
Christmas Pen Pals,TV-PG,87.0,7.0,"Comedy, Drama, Romance",2018.0,"After being dumped by her boyfriend, a successful tech wiz dating-app creator returns to her hometown for the holiday season, and her dad gets her to sign up for the annual Christmas Cupid anonymous matchmaking event.",Siobhan Devine,"Sarah Drew, Niall Matter, Michael Gross, Chiara Zanni, ","1,553",Movie
"It's Christmastime Again, Charlie Brown",TV-G,23.0,6.9,"Animation, Short, Comedy",1992.0,The Peanuts gang prepares for the holidays in their own unique ways.,Bill Melendez,"Jamie E. Smith, John Christian Graas, Marnette Patterson, Mindy Ann Martin, ","2,952",Movie
An Ice Wine Christmas,TV-PG,84.0,5.1,"Comedy, Drama, Romance",2021.0,"One of Philadelphia's top wine sommeliers goes home to the magical vineyards of Evergreen, New York to take part in the town's annual Ice Wine Christmas Festival and Harvest.",Jill Carter,"Roselyn Sanchez, Megha Sandhu, Nck Name, Juan Chioran, ",353,Movie
Meet Me at Christmas,Not Rated,82.0,6.4,"Drama, Romance",2020.0,"When Joan's (Bell) son's wedding planner unexpectedly quits, she must coordinate his Christmas Eve wedding with the help of the bride's uncle Beau (Deklin). As they work alongside each ...                See full summary »",Annie Bradley,"Catherine Bell, Mark Deklin, Luke Bilyk, Sage Kitchen, ","1,139",Movie
Kristin's Christmas Past,TV-PG,86.0,6.2,"Adventure, Comedy, Family",2013.0,"Given the opportunity to visit her estranged family on Christmas Eve 1996, Kristin Cartwright hopes to change her past in order to improve her current life in 2013.",Jim Fall,"Shiri Appleby, Will Kemp, Courtney Henggeler, Esperanza América, ","1,266",Movie
Journey to the Christmas Star,G,80.0,5.7,"Adventure, Family, Fantasy",2012.0,Once upon a time a little girl went out to find the Christmas star.,Nils Gaup,"Vilde Zeiner, Anders Baasmo, Agnes Kittelsen, Stig-Werner Moe, ","1,697",Movie
The Trouble with Mistletoe,Not Rated,111.0,6.2,"Comedy, Drama, Romance",2017.0,"When San Francisco pet shop owner Willa Davis encounters the man who stood her up in high school, she fights both her head and her heart when she starts falling for him all over again ten years later.",Ashley Avis,"Rachel Melvin, Thomas Beaudoin, Alexandra Weaver, Annie Thurman, ",896,Movie
The Road Home for Christmas,TV-PG,84.0,6.8,"Drama, Romance",2019.0,"Lindsey and Wes, rival musicians who perform in a dueling-piano show, suddenly find themselves without a gig on Christmas Eve and decide to road-trip to their neighboring hometowns together.",Peter Sullivan,"Marla Sokoloff, Jacob Young, Marie Osmond, Rob Mayes, ",768,Movie
Santa & Cie,TV-PG,92.0,6.3,"Comedy, Family, Fantasy",2017.0,"When all the elves get sick, Santa must find a cure on Earth to save Christmas.",Alain Chabat,"Alain Chabat, Golshifteh Farahani, Pio Marmaï, Bruno Sanches, ","2,923",Movie
Christmas Connection,TV-G,83.0,6.4,"Comedy, Drama, Family",2017.0,A flight attendant teams up with a newspaper columnist to investigate how her late-parents first met.,Steven R. Monroe,"Brooke Burns, Tom Everett Scott, Sophie Neudorf, Micheline Marchildon, ","2,010",Movie
Hometown Holiday,TV-PG,84.0,5.1,"Comedy, Drama, Romance",2018.0,"Krista is starting this New Year with a new business and a resolution to be more selective with who she dates. When Krista meets Ryan Rourke, an entertainment lawyer from LA, the two really...                See full summary »",Justin G. Dyck,"Sarah Troyer, Bradley Hamilton, Kevin McGarry, Samantha Gracie, ","1,171",Movie
Pups Alone,PG,107.0,3.3,"Comedy, Family",2021.0,"While everyone is away on a company ski trip, Robert's neighbor hires two inept thieves to steal his latest invention. The neighborhood dogs will use Robert's inventions to set up a house of horrors for the thieves.",Alex Merkin,"Jerry O'Connell, Jennifer Love Hewitt, Rob Schneider, Danny Trejo, ","1,437",Movie
Rolling Into Christmas,Not Rated,No data,7.1,Romance,2022.0,"Two Childhood sweethearts who shared a passion for roller skating are reunited 15 years later during the holidays, forcing them to question their love and life choices.",Trey Haley,"Rhyon Nicole Brown, Donny Carrington, Jazmine Robinson, Sean Poolman, ",110,Movie
Eve's Christmas,TV-PG,96.0,5.9,"Comedy, Family, Fantasy",2004.0,A wealthy and successful career woman gets a second chance in life when a magical wish transports her back in time eight years to when she walked away from her fiance to lead a business life in New York.,Timothy Bond,"Elisa Donovan, Sebastian Spence, Cheryl Ladd, Winston Rekert, ","1,204",Movie
A Christmas to Cherish,TV-G,83.0,6.1,"Comedy, Drama, Family",2019.0,"As Darcy and Aiden prepare to celebrate their second Christmas together, an unexpected guest and a fight to save the beloved community center unites everyone for an unforgettable holiday.",Kevin Fair,"Peter Porte, Ali Liebert, Tina Lifford, Dominic Mariche, ","1,039",Movie
Ice Sculpture Christmas,TV-G,83.0,6.5,"Comedy, Drama, Romance",2015.0,"Callie, an aspiring chef, with her childhood friend David, enters Callie into a club's annual Christmas ice sculpting competition against her boss. Callie's passions for cooking and ice sculpting are met with romance and Christmas spirit.",David Mackay,"Rachel Boston, David Alpay, Brenda Strong, Paul McGillion, ","2,342",Movie
Beat Street,PG,105.0,6.5,"Drama, Music",1984.0,"An aspiring DJ from the South Bronx and his best friend, a promoter, try to get into show business by exposing people to hip-hop music and the local culture.",Stan Lathan,"Rae Dawn Chong, Guy Davis, Jon Chardiet, Leon W. Grant, ","4,237",Movie
Santa's Boots,TV-PG,85.0,6.2,"Comedy, Drama, Romance",2018.0,"Forced to take a vacation from her job in Seattle, Holly returns to her hometown where she reluctantly agrees to become Santa's new elf at her dad's local department store.",Shawn Tolleson,"Megan Hilty, Noah Mills, Roark Critchlow, Patricia Isaac, ",722,Movie
Christmas Collision,Not Rated,95.0,3.5,"Drama, Romance",2021.0,"Theodora, a time consumed professional crosses paths with Charlie, a writer, when she travels to his hometown for business just before Christmas. Both are taken by surprise when unexpected circumstances present themselves.",Lana Read,"Sebrina Scott, Alyssa Ryan, Vernon Wells, Eric Six, ",222,Movie
When Christmas Was Young,PG,87.0,6.1,"Comedy, Romance",2022.0,A successful music manager returns home to secure the rights to a Christmas love song written by his high school girlfriend.,Monika Mitchell,"Karen David, Tyler Hilton, Jayce Barreiro, Meghan Heffern, ",388,Movie
Christmas Cupcakes,Not Rated,88.0,5.7,"Comedy, Drama",2018.0,"With their family bakery facing foreclosure, two sisters must team-up to try and save it by entering a TV baking competition.",Dylan Pearce,"Cindy Busby, Erin Karpluk, Corey Loranger, Fulvio Cecere, ",720,Movie
A Flintstone Christmas,Not Rated,60.0,6.8,"Animation, Family",1977.0,"When Santa has an accident at Fred's house on Christmas Eve, Fred and Barney have to continue his run for him.",Sid Marcus,"Charles Nichols, Alex Lovy, Gerry Chiniquy, Hawley Pratt, Mel Blanc, Lucille Bliss, Henry Corden, Virginia Gregg, ",951,Movie
Christmas in Harmony,TV-G,84.0,5.5,"Drama, Romance",2021.0,"Harmony is tricked into auditioning for the Holiday Chorus- directed by an ex-boyfriend. By Christmas Eve, they could be harmonizing in the key of love.",Rusty Cundieff,"Ashleigh Murray, Luke James, Basil Wallace, Michelle Williams, ",738,Movie
